"country","code","name","code_2","count","publicationDateAlbum"
"GB","GAB","Gabon","GA",1014,1978
"GB","GAB","Gabon","GA",1064,1979
"GB","GAB","Gabon","GA",1016,1980
"GB","GAB","Gabon","GA",1213,1981
"GB","GAB","Gabon","GA",1104,1982
"GB","GAB","Gabon","GA",1174,1983
"GB","GAB","Gabon","GA",1056,1984
"GB","GAB","Gabon","GA",1139,1985
"GB","GAB","Gabon","GA",976,1986
"GB","GAB","Gabon","GA",1312,1987
"GB","GAB","Gabon","GA",1126,1988
"GB","GAB","Gabon","GA",1087,1989
"GB","GAB","Gabon","GA",1534,1990
"GB","GAB","Gabon","GA",1461,1991
"GB","GAB","Gabon","GA",1674,1992
"GB","GAB","Gabon","GA",1764,1993
"GB","GAB","Gabon","GA",2131,1994
"GB","GAB","Gabon","GA",2185,1995
"GB","GAB","Gabon","GA",2599,1996
"GB","GAB","Gabon","GA",2314,1997
"GB","GAB","Gabon","GA",2279,1998
"GB","GAB","Gabon","GA",2087,1999
"GB","GAB","Gabon","GA",2952,2000
"GB","GAB","Gabon","GA",3301,2001
"GB","GAB","Gabon","GA",3727,2002
"GB","GAB","Gabon","GA",3605,2003
"GB","GAB","Gabon","GA",3186,2004
"GB","GAB","Gabon","GA",3669,2005
"GB","GAB","Gabon","GA",3749,2006
"GB","GAB","Gabon","GA",3576,2007
"GB","GAB","Gabon","GA",3459,2008
"GB","GAB","Gabon","GA",3196,2009
"GB","GAB","Gabon","GA",3102,2010
"GB","GAB","Gabon","GA",1938,2011
"GB","GAB","Gabon","GA",1017,2012
"GB","GAB","Gabon","GA",452,2013
"GB","GAB","Gabon","GA",194,2014
"GB","GAB","Gabon","GA",124,2015
"GL","GRL","Greenland","GL",10,2000
"GL","GRL","Greenland","GL",12,2001
"GR","GRC","Greece","GR",9,1969
"GR","GRC","Greece","GR",13,1982
"GR","GRC","Greece","GR",8,1993
"GR","GRC","Greece","GR",29,1994
"GR","GRC","Greece","GR",36,1995
"GR","GRC","Greece","GR",18,1996
"GR","GRC","Greece","GR",10,1997
"GR","GRC","Greece","GR",15,1998
"GR","GRC","Greece","GR",10,1999
"GR","GRC","Greece","GR",40,2000
"GR","GRC","Greece","GR",17,2001
"GR","GRC","Greece","GR",19,2002
"GR","GRC","Greece","GR",75,2003
"GR","GRC","Greece","GR",42,2004
"GR","GRC","Greece","GR",82,2005
"GR","GRC","Greece","GR",50,2006
"GR","GRC","Greece","GR",75,2007
"GR","GRC","Greece","GR",85,2008
"GR","GRC","Greece","GR",27,2009
"GR","GRC","Greece","GR",19,2010
"GR","GRC","Greece","GR",12,2011
"GR","GRC","Greece","GR",12,2012
"HK","HKG","Hong Kong","HK",13,1987
"HK","HKG","Hong Kong","HK",12,1997
"HK","HKG","Hong Kong","HK",14,1999
"HK","HKG","Hong Kong","HK",12,2000
"HK","HKG","Hong Kong","HK",23,2003
"HK","HKG","Hong Kong","HK",10,2004
"HK","HKG","Hong Kong","HK",13,2005
"HK","HKG","Hong Kong","HK",13,2010
"HR","HRV","Croatia","HR",6,1974
"HR","HRV","Croatia","HR",9,1975
"HR","HRV","Croatia","HR",17,1996
"HR","HRV","Croatia","HR",34,1997
"HR","HRV","Croatia","HR",44,2000
"HR","HRV","Croatia","HR",36,2001
"HR","HRV","Croatia","HR",35,2002
"HR","HRV","Croatia","HR",10,2004
"HR","HRV","Croatia","HR",103,2005
"HR","HRV","Croatia","HR",12,2007
"HR","HRV","Croatia","HR",34,2008
"HR","HRV","Croatia","HR",12,2011
"HU","HUN","Hungary","HU",10,1980
"HU","HUN","Hungary","HU",10,1987
"HU","HUN","Hungary","HU",21,1989
"HU","HUN","Hungary","HU",81,1990
"HU","HUN","Hungary","HU",48,1991
"HU","HUN","Hungary","HU",48,1992
"HU","HUN","Hungary","HU",93,1993
"HU","HUN","Hungary","HU",88,1994
"HU","HUN","Hungary","HU",73,1995
"HU","HUN","Hungary","HU",90,1996
"HU","HUN","Hungary","HU",81,1997
"HU","HUN","Hungary","HU",66,1998
"HU","HUN","Hungary","HU",104,1999
"HU","HUN","Hungary","HU",48,2000
"HU","HUN","Hungary","HU",73,2001
"HU","HUN","Hungary","HU",45,2002
"HU","HUN","Hungary","HU",102,2003
"HU","HUN","Hungary","HU",150,2004
"HU","HUN","Hungary","HU",53,2005
"HU","HUN","Hungary","HU",87,2006
"HU","HUN","Hungary","HU",45,2007
"HU","HUN","Hungary","HU",58,2008
"HU","HUN","Hungary","HU",53,2009
"HU","HUN","Hungary","HU",25,2010
"HU","HUN","Hungary","HU",45,2011
"HU","HUN","Hungary","HU",12,2012
"ID","IDN","Indonesia","ID",10,1999
"ID","IDN","Indonesia","ID",12,2000
"ID","IDN","Indonesia","ID",14,2002
"ID","IDN","Indonesia","ID",10,2003
"ID","IDN","Indonesia","ID",12,2004
"ID","IDN","Indonesia","ID",31,2006
"ID","IDN","Indonesia","ID",20,2008
"ID","IDN","Indonesia","ID",12,2009
"IE","IRL","Ireland","IE",12,1972
"IE","IRL","Ireland","IE",13,1973
"IE","IRL","Ireland","IE",21,1975
"IE","IRL","Ireland","IE",20,1976
"IE","IRL","Ireland","IE",9,1977
"IE","IRL","Ireland","IE",12,1978
"IE","IRL","Ireland","IE",9,1979
"IE","IRL","Ireland","IE",19,1980
"IE","IRL","Ireland","IE",11,1981
"IE","IRL","Ireland","IE",14,1983
"IE","IRL","Ireland","IE",22,1984
"IE","IRL","Ireland","IE",22,1985
"IE","IRL","Ireland","IE",11,1988
"IE","IRL","Ireland","IE",37,1989
"IE","IRL","Ireland","IE",4,1990
"IE","IRL","Ireland","IE",22,1991
"IE","IRL","Ireland","IE",37,1992
"IE","IRL","Ireland","IE",22,1993
"IE","IRL","Ireland","IE",30,1994
"IE","IRL","Ireland","IE",42,1995
"IE","IRL","Ireland","IE",57,1996
"IE","IRL","Ireland","IE",12,1997
"IE","IRL","Ireland","IE",60,1998
"IE","IRL","Ireland","IE",25,2000
"IE","IRL","Ireland","IE",16,2001
"IE","IRL","Ireland","IE",41,2002
"IE","IRL","Ireland","IE",21,2003
"IE","IRL","Ireland","IE",72,2005
"IE","IRL","Ireland","IE",40,2006
"IE","IRL","Ireland","IE",47,2007
"IE","IRL","Ireland","IE",22,2008
"IE","IRL","Ireland","IE",25,2009
"IE","IRL","Ireland","IE",9,2010
"IE","IRL","Ireland","IE",58,2011
"IE","IRL","Ireland","IE",4,2014
"IL","ISR","Israel","IL",13,1975
"IL","ISR","Israel","IL",3,1992
"IL","ISR","Israel","IL",9,1996
"IL","ISR","Israel","IL",8,1997
"IL","ISR","Israel","IL",9,1999
"IL","ISR","Israel","IL",15,2000
"IL","ISR","Israel","IL",9,2001
"IL","ISR","Israel","IL",10,2004
"IL","ISR","Israel","IL",9,2005
"IL","ISR","Israel","IL",11,2006
"IL","ISR","Israel","IL",23,2007
"IL","ISR","Israel","IL",16,2008
"IL","ISR","Israel","IL",34,2009
"IL","ISR","Israel","IL",8,2010
"IL","ISR","Israel","IL",13,2011
"IN","IND","India","IN",10,2000
"IN","IND","India","IN",11,2004
"IN","IND","India","IN",5,2005
"IN","IND","India","IN",19,2006
"IN","IND","India","IN",8,2007
"IN","IND","India","IN",10,2009
"IN","IND","India","IN",7,2010
"IN","IND","India","IN",12,2012
"IR","IRN","Iran","IR",9,2007
"IS","ISL","Iceland","IS",12,1994
"IS","ISL","Iceland","IS",10,1995
"IS","ISL","Iceland","IS",20,1996
"IS","ISL","Iceland","IS",12,1997
"IS","ISL","Iceland","IS",11,1998
"IS","ISL","Iceland","IS",24,1999
"IS","ISL","Iceland","IS",10,2000
"IS","ISL","Iceland","IS",11,2002
"IS","ISL","Iceland","IS",10,2003
"IS","ISL","Iceland","IS",28,2004
"IS","ISL","Iceland","IS",12,2005
"IS","ISL","Iceland","IS",24,2007
"IS","ISL","Iceland","IS",55,2008
"IS","ISL","Iceland","IS",11,2009
"IS","ISL","Iceland","IS",33,2010
"IT","ITA","Italy","IT",12,1959
"IT","ITA","Italy","IT",48,1963
"IT","ITA","Italy","IT",12,1964
"IT","ITA","Italy","IT",12,1965
"IT","ITA","Italy","IT",10,1966
"IT","ITA","Italy","IT",10,1967
"IT","ITA","Italy","IT",29,1968
"IT","ITA","Italy","IT",67,1970
"IT","ITA","Italy","IT",71,1971
"IT","ITA","Italy","IT",100,1972
"IT","ITA","Italy","IT",120,1973
"IT","ITA","Italy","IT",92,1974
"IT","ITA","Italy","IT",84,1975
"IT","ITA","Italy","IT",85,1976
"IT","ITA","Italy","IT",48,1977
"IT","ITA","Italy","IT",90,1978
"IT","ITA","Italy","IT",75,1979
"IT","ITA","Italy","IT",61,1980
"IT","ITA","Italy","IT",67,1981
"IT","ITA","Italy","IT",89,1982
"IT","ITA","Italy","IT",79,1983
"IT","ITA","Italy","IT",48,1984
"IT","ITA","Italy","IT",91,1985
"IT","ITA","Italy","IT",46,1986
"IT","ITA","Italy","IT",90,1987
"IT","ITA","Italy","IT",122,1988
"IT","ITA","Italy","IT",85,1989
"IT","ITA","Italy","IT",99,1990
"IT","ITA","Italy","IT",174,1991
"IT","ITA","Italy","IT",227,1992
"IT","ITA","Italy","IT",215,1993
"IT","ITA","Italy","IT",225,1994
"IT","ITA","Italy","IT",315,1995
"IT","ITA","Italy","IT",283,1996
"IT","ITA","Italy","IT",390,1997
"IT","ITA","Italy","IT",381,1998
"IT","ITA","Italy","IT",387,1999
"IT","ITA","Italy","IT",438,2000
"IT","ITA","Italy","IT",458,2001
"IT","ITA","Italy","IT",476,2002
"IT","ITA","Italy","IT",486,2003
"IT","ITA","Italy","IT",532,2004
"IT","ITA","Italy","IT",502,2005
"IT","ITA","Italy","IT",529,2006
"IT","ITA","Italy","IT",498,2007
"IT","ITA","Italy","IT",533,2008
"IT","ITA","Italy","IT",301,2009
"IT","ITA","Italy","IT",339,2010
"IT","ITA","Italy","IT",245,2011
"IT","ITA","Italy","IT",50,2012
"IT","ITA","Italy","IT",41,2013
"IT","ITA","Italy","IT",13,2015
"JM","JAM","Jamaica","JM",12,1972
"JM","JAM","Jamaica","JM",24,1973
"JM","JAM","Jamaica","JM",10,1978
"JM","JAM","Jamaica","JM",22,1979
"JM","JAM","Jamaica","JM",27,1980
"JM","JAM","Jamaica","JM",16,1992
"JM","JAM","Jamaica","JM",14,1994
"JM","JAM","Jamaica","JM",12,1998
"JM","JAM","Jamaica","JM",14,2006
"JM","JAM","Jamaica","JM",21,2007
"JP","JPN","Japan","JP",11,1956
"JP","JPN","Japan","JP",11,1958
"JP","JPN","Japan","JP",10,1960
"JP","JPN","Japan","JP",8,1963
"JP","JPN","Japan","JP",26,1965
"JP","JPN","Japan","JP",39,1966
"JP","JPN","Japan","JP",34,1968
"JP","JPN","Japan","JP",10,1969
"JP","JPN","Japan","JP",42,1970
"JP","JPN","Japan","JP",28,1971
"JP","JPN","Japan","JP",14,1972
"JP","JPN","Japan","JP",54,1973
"JP","JPN","Japan","JP",38,1974
"JP","JPN","Japan","JP",59,1975
"JP","JPN","Japan","JP",34,1976
"JP","JPN","Japan","JP",75,1977
"JP","JPN","Japan","JP",32,1978
"JP","JPN","Japan","JP",48,1979
"JP","JPN","Japan","JP",32,1980
"JP","JPN","Japan","JP",88,1981
"JP","JPN","Japan","JP",20,1982
"JP","JPN","Japan","JP",60,1983
"JP","JPN","Japan","JP",36,1984
"JP","JPN","Japan","JP",32,1985
"JP","JPN","Japan","JP",86,1986
"JP","JPN","Japan","JP",76,1987
"JP","JPN","Japan","JP",78,1988
"JP","JPN","Japan","JP",85,1989
"JP","JPN","Japan","JP",49,1990
"JP","JPN","Japan","JP",100,1991
"JP","JPN","Japan","JP",174,1992
"JP","JPN","Japan","JP",204,1993
"JP","JPN","Japan","JP",335,1994
"JP","JPN","Japan","JP",220,1995
"JP","JPN","Japan","JP",364,1996
"JP","JPN","Japan","JP",408,1997
"JP","JPN","Japan","JP",590,1998
"JP","JPN","Japan","JP",505,1999
"JP","JPN","Japan","JP",628,2000
"JP","JPN","Japan","JP",680,2001
"JP","JPN","Japan","JP",782,2002
"JP","JPN","Japan","JP",1026,2003
"JP","JPN","Japan","JP",797,2004
"JP","JPN","Japan","JP",888,2005
"JP","JPN","Japan","JP",1039,2006
"JP","JPN","Japan","JP",1055,2007
"JP","JPN","Japan","JP",618,2008
"JP","JPN","Japan","JP",762,2009
"JP","JPN","Japan","JP",465,2010
"JP","JPN","Japan","JP",347,2011
"JP","JPN","Japan","JP",106,2012
"JP","JPN","Japan","JP",130,2013
"JP","JPN","Japan","JP",51,2014
"JP","JPN","Japan","JP",38,2015
"KR","KIR","Kiribati","KI",11,1967
"KR","KIR","Kiribati","KI",7,1995
"KR","KIR","Kiribati","KI",19,2001
"KR","KIR","Kiribati","KI",5,2002
"KR","KIR","Kiribati","KI",33,2006
"KR","KIR","Kiribati","KI",4,2007
"KR","KIR","Kiribati","KI",6,2008
"KR","KIR","Kiribati","KI",30,2009
"KR","KIR","Kiribati","KI",19,2010
"KR","KIR","Kiribati","KI",31,2012
"LI","LBR","Liberia","LR",36,1997
"LT","LSO","Lesotho","LS",9,1989
"LT","LSO","Lesotho","LS",11,1990
"LT","LSO","Lesotho","LS",22,1991
"LT","LSO","Lesotho","LS",31,1992
"LT","LSO","Lesotho","LS",21,1993
"LT","LSO","Lesotho","LS",113,1994
"LT","LSO","Lesotho","LS",40,1995
"LT","LSO","Lesotho","LS",75,1996
"LT","LSO","Lesotho","LS",54,1997
"LT","LSO","Lesotho","LS",44,1998
"LT","LSO","Lesotho","LS",41,1999
"LT","LSO","Lesotho","LS",40,2000
"LT","LSO","Lesotho","LS",37,2001
"LT","LSO","Lesotho","LS",90,2002
"LT","LSO","Lesotho","LS",74,2003
"LT","LSO","Lesotho","LS",84,2004
"LT","LSO","Lesotho","LS",65,2005
"LT","LSO","Lesotho","LS",123,2006
"LT","LSO","Lesotho","LS",96,2007
"LT","LSO","Lesotho","LS",69,2008
"LT","LSO","Lesotho","LS",57,2009
"LT","LSO","Lesotho","LS",53,2010
"LT","LSO","Lesotho","LS",10,2011
"LU","LUX","Luxembourg","LU",7,1996
"LV","LVA","Latvia","LV",10,1984
"LV","LVA","Latvia","LV",9,1988
"LV","LVA","Latvia","LV",13,1995
"LV","LVA","Latvia","LV",26,1996
"LV","LVA","Latvia","LV",46,1997
"LV","LVA","Latvia","LV",23,1998
"LV","LVA","Latvia","LV",25,2000
"LV","LVA","Latvia","LV",25,2001
"LV","LVA","Latvia","LV",27,2002
"LV","LVA","Latvia","LV",27,2003
"LV","LVA","Latvia","LV",9,2004
"LV","LVA","Latvia","LV",10,2005
"LV","LVA","Latvia","LV",41,2006
"LV","LVA","Latvia","LV",21,2007
"LV","LVA","Latvia","LV",13,2009
"LV","LVA","Latvia","LV",37,2010
"LV","LVA","Latvia","LV",10,2011
"LV","LVA","Latvia","LV",13,2012
"MK","MKD","Macedonia, the former Yugoslav Republic of","MK",12,1994
"MK","MKD","Macedonia, the former Yugoslav Republic of","MK",10,2009
"ML","MLI","Mali","ML",9,1995
"MX","MEX","Mexico","MX",12,1969
"MX","MEX","Mexico","MX",12,1970
"MX","MEX","Mexico","MX",23,1972
"MX","MEX","Mexico","MX",10,1973
"MX","MEX","Mexico","MX",12,1974
"MX","MEX","Mexico","MX",12,1975
"MX","MEX","Mexico","MX",12,1976
"MX","MEX","Mexico","MX",10,1977
"MX","MEX","Mexico","MX",12,1978
"MX","MEX","Mexico","MX",20,1979
"MX","MEX","Mexico","MX",17,1980
"MX","MEX","Mexico","MX",12,1981
"MX","MEX","Mexico","MX",11,1983
"MX","MEX","Mexico","MX",24,1985
"MX","MEX","Mexico","MX",9,1986
"MX","MEX","Mexico","MX",20,1987
"MX","MEX","Mexico","MX",32,1988
"MX","MEX","Mexico","MX",84,1990
"MX","MEX","Mexico","MX",54,1991
"MX","MEX","Mexico","MX",124,1992
"MX","MEX","Mexico","MX",120,1993
"MX","MEX","Mexico","MX",161,1994
"MX","MEX","Mexico","MX",60,1995
"MX","MEX","Mexico","MX",119,1996
"MX","MEX","Mexico","MX",118,1997
"MX","MEX","Mexico","MX",68,1998
"MX","MEX","Mexico","MX",89,1999
"MX","MEX","Mexico","MX",85,2000
"MX","MEX","Mexico","MX",98,2001
"MX","MEX","Mexico","MX",153,2002
"MX","MEX","Mexico","MX",102,2003
"MX","MEX","Mexico","MX",132,2004
"MX","MEX","Mexico","MX",228,2005
"MX","MEX","Mexico","MX",191,2006
"MX","MEX","Mexico","MX",264,2007
"MX","MEX","Mexico","MX",236,2008
"MX","MEX","Mexico","MX",161,2009
"MX","MEX","Mexico","MX",128,2010
"MX","MEX","Mexico","MX",18,2011
"MX","MEX","Mexico","MX",54,2012
"MX","MEX","Mexico","MX",5,2013
"MX","MEX","Mexico","MX",12,2015
"MY","MYS","Malaysia","MY",6,1991
"MY","MYS","Malaysia","MY",12,1997
"MY","MYS","Malaysia","MY",13,1999
"MY","MYS","Malaysia","MY",10,2000
"MY","MYS","Malaysia","MY",17,2002
"MY","MYS","Malaysia","MY",10,2005
"MY","MYS","Malaysia","MY",5,2008
"MY","MYS","Malaysia","MY",11,2010
"MY","MYS","Malaysia","MY",21,2012
"NG","NGA","Nigeria","NG",1,1981
"NG","NGA","Nigeria","NG",15,2013
"NL","NLD","Netherlands","NL",10,1959
"NL","NLD","Netherlands","NL",12,1960
"NL","NLD","Netherlands","NL",15,1961
"NL","NLD","Netherlands","NL",30,1963
"NL","NLD","Netherlands","NL",12,1965
"NL","NLD","Netherlands","NL",12,1966
"NL","NLD","Netherlands","NL",14,1967
"NL","NLD","Netherlands","NL",42,1968
"NL","NLD","Netherlands","NL",32,1969
"NL","NLD","Netherlands","NL",47,1970
"NL","NLD","Netherlands","NL",7,1971
"NL","NLD","Netherlands","NL",62,1972
"NL","NLD","Netherlands","NL",91,1973
"NL","NLD","Netherlands","NL",20,1974
"NL","NLD","Netherlands","NL",133,1975
"NL","NLD","Netherlands","NL",55,1976
"NL","NLD","Netherlands","NL",80,1977
"NL","NLD","Netherlands","NL",20,1978
"NL","NLD","Netherlands","NL",48,1979
"NL","NLD","Netherlands","NL",143,1980
"NL","NLD","Netherlands","NL",66,1981
"NL","NLD","Netherlands","NL",108,1982
"NL","NLD","Netherlands","NL",100,1983
"NL","NLD","Netherlands","NL",54,1984
"NL","NLD","Netherlands","NL",63,1985
"NL","NLD","Netherlands","NL",56,1986
"NL","NLD","Netherlands","NL",125,1987
"NL","NLD","Netherlands","NL",78,1988
"NL","NLD","Netherlands","NL",81,1989
"NL","NLD","Netherlands","NL",97,1990
"NL","NLD","Netherlands","NL",60,1991
"NL","NLD","Netherlands","NL",143,1992
"NL","NLD","Netherlands","NL",172,1993
"NL","NLD","Netherlands","NL",263,1994
"NL","NLD","Netherlands","NL",331,1995
"NL","NLD","Netherlands","NL",297,1996
"NL","NLD","Netherlands","NL",248,1997
"NL","NLD","Netherlands","NL",221,1998
"NL","NLD","Netherlands","NL",244,1999
"NL","NLD","Netherlands","NL",400,2000
"NL","NLD","Netherlands","NL",351,2001
"NL","NLD","Netherlands","NL",415,2002
"NL","NLD","Netherlands","NL",440,2003
"NL","NLD","Netherlands","NL",295,2004
"NL","NLD","Netherlands","NL",277,2005
"NL","NLD","Netherlands","NL",383,2006
"NL","NLD","Netherlands","NL",367,2007
"NL","NLD","Netherlands","NL",318,2008
"NL","NLD","Netherlands","NL",186,2009
"NL","NLD","Netherlands","NL",97,2010
"NL","NLD","Netherlands","NL",131,2011
"NL","NLD","Netherlands","NL",50,2012
"NL","NLD","Netherlands","NL",40,2013
"NL","NLD","Netherlands","NL",18,2014
"NL","NLD","Netherlands","NL",26,2015
"NO","NOR","Norway","NO",14,1981
"NO","NOR","Norway","NO",10,1985
"NO","NOR","Norway","NO",26,1986
"NO","NOR","Norway","NO",39,1987
"NO","NOR","Norway","NO",22,1989
"NO","NOR","Norway","NO",49,1990
"NO","NOR","Norway","NO",44,1991
"NO","NOR","Norway","NO",41,1992
"NO","NOR","Norway","NO",93,1993
"NO","NOR","Norway","NO",96,1994
"NO","NOR","Norway","NO",176,1995
"NO","NOR","Norway","NO",187,1996
"NO","NOR","Norway","NO",190,1997
"NO","NOR","Norway","NO",150,1998
"NO","NOR","Norway","NO",172,1999
"NO","NOR","Norway","NO",132,2000
"NO","NOR","Norway","NO",207,2001
"NO","NOR","Norway","NO",186,2002
"NO","NOR","Norway","NO",131,2003
"NO","NOR","Norway","NO",243,2004
"NO","NOR","Norway","NO",163,2005
"NO","NOR","Norway","NO",199,2006
"NO","NOR","Norway","NO",233,2007
"NO","NOR","Norway","NO",251,2008
"NO","NOR","Norway","NO",120,2009
"NO","NOR","Norway","NO",53,2010
"NO","NOR","Norway","NO",86,2011
"NO","NOR","Norway","NO",44,2012
"NO","NOR","Norway","NO",26,2013
"NO","NOR","Norway","NO",8,2014
"NO","NOR","Norway","NO",12,2015
"NZ","NZL","New Zealand","NZ",4,1963
"NZ","NZL","New Zealand","NZ",16,1965
"NZ","NZL","New Zealand","NZ",14,1971
"NZ","NZL","New Zealand","NZ",10,1975
"NZ","NZL","New Zealand","NZ",5,1981
"NZ","NZL","New Zealand","NZ",12,1985
"NZ","NZL","New Zealand","NZ",12,1988
"NZ","NZL","New Zealand","NZ",17,1992
"NZ","NZL","New Zealand","NZ",8,1994
"NZ","NZL","New Zealand","NZ",22,1995
"NZ","NZL","New Zealand","NZ",11,1997
"NZ","NZL","New Zealand","NZ",25,1998
"NZ","NZL","New Zealand","NZ",24,1999
"NZ","NZL","New Zealand","NZ",83,2001
"NZ","NZL","New Zealand","NZ",96,2002
"NZ","NZL","New Zealand","NZ",85,2003
"NZ","NZL","New Zealand","NZ",113,2004
"NZ","NZL","New Zealand","NZ",65,2005
"NZ","NZL","New Zealand","NZ",63,2006
"NZ","NZL","New Zealand","NZ",34,2007
"NZ","NZL","New Zealand","NZ",24,2008
"NZ","NZL","New Zealand","NZ",62,2009
"NZ","NZL","New Zealand","NZ",6,2010
"NZ","NZL","New Zealand","NZ",46,2011
"PE","PER","Peru","PE",12,1993
"PE","PER","Peru","PE",12,1994
"PE","PER","Peru","PE",16,1997
"PE","PER","Peru","PE",12,1998
"PE","PER","Peru","PE",22,1999
"PE","PER","Peru","PE",12,2000
"PE","PER","Peru","PE",14,2002
"PE","PER","Peru","PE",12,2003
"PE","PER","Peru","PE",19,2004
"PE","PER","Peru","PE",13,2007
"PE","PER","Peru","PE",10,2009
"PH","PHL","Philippines","PH",12,1993
"PH","PHL","Philippines","PH",28,1994
"PH","PHL","Philippines","PH",17,1995
"PH","PHL","Philippines","PH",26,1996
"PH","PHL","Philippines","PH",84,1997
"PH","PHL","Philippines","PH",38,1999
"PH","PHL","Philippines","PH",25,2000
"PH","PHL","Philippines","PH",33,2001
"PH","PHL","Philippines","PH",14,2002
"PH","PHL","Philippines","PH",11,2003
"PH","PHL","Philippines","PH",38,2004
"PH","PHL","Philippines","PH",117,2005
"PH","PHL","Philippines","PH",77,2006
"PH","PHL","Philippines","PH",22,2007
"PH","PHL","Philippines","PH",28,2008
"PH","PHL","Philippines","PH",10,2009
"PH","PHL","Philippines","PH",12,2010
"PK","PAK","Pakistan","PK",12,2008
"PL","POL","Poland","PL",10,1970
"PL","POL","Poland","PL",26,1971
"PL","POL","Poland","PL",8,1972
"PL","POL","Poland","PL",10,1974
"PL","POL","Poland","PL",6,1976
"PL","POL","Poland","PL",34,1979
"PL","POL","Poland","PL",40,1980
"PL","POL","Poland","PL",77,1981
"PL","POL","Poland","PL",26,1982
"PL","POL","Poland","PL",42,1983
"PL","POL","Poland","PL",86,1984
"PL","POL","Poland","PL",36,1985
"PL","POL","Poland","PL",61,1986
"PL","POL","Poland","PL",60,1987
"PL","POL","Poland","PL",40,1988
"PL","POL","Poland","PL",112,1989
"PL","POL","Poland","PL",126,1990
"PL","POL","Poland","PL",156,1991
"PL","POL","Poland","PL",187,1992
"PL","POL","Poland","PL",189,1993
"PL","POL","Poland","PL",281,1994
"PL","POL","Poland","PL",284,1995
"PL","POL","Poland","PL",348,1996
"PL","POL","Poland","PL",250,1997
"PL","POL","Poland","PL",375,1998
"PL","POL","Poland","PL",331,1999
"PL","POL","Poland","PL",329,2000
"PL","POL","Poland","PL",307,2001
"PL","POL","Poland","PL",382,2002
"PL","POL","Poland","PL",401,2003
"PL","POL","Poland","PL",419,2004
"PL","POL","Poland","PL",460,2005
"PL","POL","Poland","PL",242,2006
"PL","POL","Poland","PL",357,2007
"PL","POL","Poland","PL",376,2008
"PL","POL","Poland","PL",382,2009
"PL","POL","Poland","PL",280,2010
"PL","POL","Poland","PL",213,2011
"PL","POL","Poland","PL",90,2012
"PL","POL","Poland","PL",13,2014
"PR","PRI","Puerto Rico","PR",11,1995
"PR","PRI","Puerto Rico","PR",12,1998
"PR","PRI","Puerto Rico","PR",13,1999
"PR","PRI","Puerto Rico","PR",21,2000
"PR","PRI","Puerto Rico","PR",28,2002
"PR","PRI","Puerto Rico","PR",19,2004
"PR","PRI","Puerto Rico","PR",53,2005
"PR","PRI","Puerto Rico","PR",28,2007
"PR","PRI","Puerto Rico","PR",10,2008
"PR","PRI","Puerto Rico","PR",14,2009
"PR","PRI","Puerto Rico","PR",12,2010
"PT","PRT","Portugal","PT",11,1970
"PT","PRT","Portugal","PT",10,1972
"PT","PRT","Portugal","PT",11,1974
"PT","PRT","Portugal","PT",11,1976
"PT","PRT","Portugal","PT",10,1978
"PT","PRT","Portugal","PT",10,1979
"PT","PRT","Portugal","PT",11,1981
"PT","PRT","Portugal","PT",14,1982
"PT","PRT","Portugal","PT",12,1983
"PT","PRT","Portugal","PT",18,1985
"PT","PRT","Portugal","PT",11,1986
"PT","PRT","Portugal","PT",23,1987
"PT","PRT","Portugal","PT",12,1988
"PT","PRT","Portugal","PT",10,1989
"PT","PRT","Portugal","PT",24,1990
"PT","PRT","Portugal","PT",115,1992
"PT","PRT","Portugal","PT",30,1993
"PT","PRT","Portugal","PT",32,1994
"PT","PRT","Portugal","PT",26,1995
"PT","PRT","Portugal","PT",77,1996
"PT","PRT","Portugal","PT",66,1997
"PT","PRT","Portugal","PT",111,1998
"PT","PRT","Portugal","PT",61,1999
"PT","PRT","Portugal","PT",77,2000
"PT","PRT","Portugal","PT",60,2001
"PT","PRT","Portugal","PT",55,2002
"PT","PRT","Portugal","PT",143,2003
"PT","PRT","Portugal","PT",116,2004
"PT","PRT","Portugal","PT",118,2005
"PT","PRT","Portugal","PT",69,2006
"PT","PRT","Portugal","PT",191,2007
"PT","PRT","Portugal","PT",191,2008
"PT","PRT","Portugal","PT",170,2009
"PT","PRT","Portugal","PT",106,2010
"PT","PRT","Portugal","PT",90,2011
"PT","PRT","Portugal","PT",17,2012
"PT","PRT","Portugal","PT",9,2013
"RE","REU","Reunion","RE",11,1990
"RE","REU","Reunion","RE",10,1992
"RE","REU","Reunion","RE",9,1995
"RE","REU","Reunion","RE",16,2007
"RO","ROU","Romania","RO",13,1995
"RO","ROU","Romania","RO",19,1996
"RO","ROU","Romania","RO",23,1997
"RO","ROU","Romania","RO",5,1998
"RO","ROU","Romania","RO",44,1999
"RO","ROU","Romania","RO",34,2000
"RO","ROU","Romania","RO",29,2001
"RO","ROU","Romania","RO",66,2002
"RO","ROU","Romania","RO",42,2003
"RO","ROU","Romania","RO",94,2004
"RO","ROU","Romania","RO",68,2005
"RO","ROU","Romania","RO",65,2006
"RO","ROU","Romania","RO",25,2007
"RO","ROU","Romania","RO",43,2008
"RO","ROU","Romania","RO",70,2009
"RO","ROU","Romania","RO",9,2010
"RO","ROU","Romania","RO",23,2011
"RO","ROU","Romania","RO",14,2015
"RS","SRB","Serbia","RS",16,1997
"RS","SRB","Serbia","RS",16,1999
